about,address,category,city,com_id,company,country,employees,reference,sector,status,turnover,website,zipcode
"
DreamVu is developing an Omni stereo camera platform which is a one-stop solution for both human and machine vision use-cases. The innovative optics design and unique data representation enable a billion times advantage in comparison to existing approaches. The company was founded in March 2017 and combines more than five decades of experience in computer vision, visual automation, hardware design computational photography, business and market development, and entrepreneurship.It has several patents and owns unique IP that gives it a significant competitive advantage in the market.
","
C5-109, Vindhya C5, IIIT campus, Gachibowli
","
StartUp
",Hyderabad,597,Dreamvu Inc.,India,"
Between 50 to 100
","
Contacted by CDC
","
",0,,www.dreamvu.com,500032
,"
Prestige Alecto, Electronic City Phase 1
","
Private
",Bangalore,598,Siemens,India,,"
Self
","
Professional Services
",0,,siemens.co.in,560100
,"
Vinfinet Technologies Pvt. Ltd. Second Floor, Trilochan Complex Opposite to Govt. School GandhiNagar, Munnekolala Bangalore- 560037
","
StartUp
",Bangalore,599,KisanRaja(Vinfinet Technologies Pvt Ltd),India,"
Between 50 to 100
","
Self
","
Core Engineering,IT/Software,Irrigation & Agriculture
",0,,www.kisanraja.com,560037
"
Leading firm in Intellectual Property Law
","
First Channel Building Plot No. 17A, Sector 16A, Film City
","
Private
","Noida, Uttar Pradesh",600,Anand & Anand,India,,"
Self
","
Others
",1,,https://www.anandandanand.com/,201301
"
As a trusted, collaborative partner to the worlds leading semiconductor companies, Lam Research is a fundamental enabler of the silicon roadmap. In fact, today, nearly every advanced chip is built with Lam technology.

Our innovative wafer fabrication equipment and services allow chipmakers to build smaller, faster, and better performing electronic devices. We combine superior systems engineering, technology leadership, a strong values-based culture, and unwavering commitment to customer success to accelerate innovation, enabling our customers to shape the future.
","
The Fairway Business Park, 5th Floor, Intermediate Ring Rd
","
Private
",Bangalore,601,LAM Research,India,"
>5000
","
Self
","
Core Engineering
",1,,560071,560071
,"
","
",,602,nference.ai,,,,"
",0,,,
"
CHADHA & CHADHA is an Intellectual Property Law Firm based in India with Head Office in Gurgaon and branch offices in New Delhi, Mumbai, Chennai, Bangalore, Pune, Hyderabad, Ahmedabad, Kolkata and Kochi. 

The Firm's practice covers all aspects of IP Laws including Patents & Designs; Trademarks & Copyrights; Emerging IP Rights; Litigation & Anti-counterfeiting; Commercialization and Transactional IP. 

The practice traces its history to 1967 and has evolved for close to five decades into becoming one of India's most prominent IP Firms.
","
Level 18, One Horizon Center, Golf Course Road, DLF Phase 5
","
Private
",Gurgaon,603,Chadha & Chadha,India,"
Between 50 to 100
","
Contacted by CDC
","
Professional Services
",1,,Chadha & Chadha,122002
,"
Aliens Space Station, Gachibowli-Tellapur, Hyderabad - 502032 Andhra Pradesh, India.
","
Private
",Hyderabad,604,Aliens Group,India,,"
Self
","
Construction
",0,,https://aliensgroup.in/,502032
,"
","
",,605,TVS Credit Services Limited,,,,"
",0,,,
,"
4th Floor, C - 12, G Block, Bandra (East)
","
Private
",Mumbai,606,Kotak Securities,Maharashtra,,"
Self
","
Others
",0,,www.kotaksecurities.com,400051
,"
TVS Credit Services Limited Jayalakshmi Estates, 29, Haddows Road, Nungambakkam, Chennai - 600006
","
Private
",Chennai,607,TVS Credit Services Limited,India,"
>5000
","
Self
","
Finance
",1,,https://www.tvscredit.com/,600006
"
Robert Bosch Engineering and Business Solutions Private Limited (RBEI), is a 100% owned subsidiary of Robert Bosch GmbH, one of the worlds leading global supplier of technology and services, offering end to end engineering, IT and Business solutions. With over 20500 associates, RBEI is the largest software development center of Bosch outside Germany, indicating we are the Technology Powerhouse of Bosch in India. We have a global footprint with presence in US, Europe and the Asia Pacific region. RBEI is ISO 9001:2015, ISO/IEC 20000-1:2011, ISO 27001 certified, appraised at CMMI-SVC-L3 as per version 1.3, with seven state-of-the-art facilities spread across Bangalore and Coimbatore in India, Ho Chi Minh City in Vietnam, Guadalajara in Mexico and Poland.
","
#123, Industrial Layout, Koramangala
","
Private
",Bangalore,608,Robert Bosch Engineering and Business Solutions Private Limited,INDIA,"
>5000
","
Contacted by CDC
","
Core Engineering,IT/Software
",0,"
>5000
",https://www.bosch-india-software.com/en/,560095
"
At Sai Life Sciences, we deliver scientific expertise with a greater purpose  to impact tomorrows healthcare by creating medicines for todays incurable maladies. We work with innovator pharma and biotech companies to accelerate the discovery, development and manufacture of complex small molecules for a healthier tomorrow. Our Vision is to support our global innovator partners bring 25 new medicines to life by 2025. And we are well on that journey.
","
Office #L4-01 & 02 SLN Terminus Survey No. 133, Gachibowli Miyapur Road Gachibowli, Telangana, India
","
Private
",Hyderabad,609,Sai Life Sciences,India,"
Between 1000 to 5000
","
Alumini Contact
","
Others
",0,"
Between 500 to 1000
",https://www.sailife.com/,500032
"
Sheorey Digital Systems (SDS) is an established Indian InfoTech company, specializing in the aviation and information management domains. At SDS we strive to provide radically efficient and cost-effective software solutions for the aviation industry. With over 4 decades of experience in aviation, our core team at SDS has been at the forefront of the present generation of airline crisis and success stories with hands on experience gained initially from the launch of six new airlines in India, and subsequently from many of its international aviation clients.
","
ANJANEYA TECHNO PARK, 1ST FLOOR, 	147, HAL Airport Road, Kodihalli
","
Private
",Bangalore,610,SHEOREY DIGITAL SYSTEMS PVT. LTD.,India,"
>5000
","
Contacted by CDC
","
IT/Software
",0,"
Between 500 to 1000
",http://sds.co.in/,560017
"
Larsen & Toubro is a major technology, engineering, construction, manufacturing and financial services conglomerate, with global operations. L&T addresses critical needs in key sectors - Hydrocarbon, Infrastructure, Power, Process Industries and Defence - for customers in over 30 countries around the world.
","
Larsen & Toubro Limited North Block II, 1st Floor
","
Private
",Mumbai,611,Larsenand Toubro ltd.,India,"
>5000
","
Contacted by CDC
","
Core Engineering
",0,"
>5000
",Larsentoubro.com,400072
,"
23 Kasturba Gandhi Marg, 3rd Floor Himalaya House, Connaught Place
","
Private
",New Delhi,612,Shriram Pistons & Rings Ltd,India,"
>5000
","
Self
","
Core Engineering
",0,"
Between 1000 to 5000
",www.shrirampistons.com,110001
"
BetterPlace Safety Solutions is a product based company that has a platform all -in one to take care of the entire lifecycle of Blue Collar Workforce.
","
Aurbis Business Park-Survey No. 58, 7, Outer Ring Rd, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103
","
Private,StartUp
",Bengaluru,613,Better Place Safety Solutions,INDIA,,"
Self
","
IT/Software
",0,,https://www.betterplace.co.in/,560103
"
ORMAE is one of the very few Operations Research and Data Science consulting company, mainly focus in converting groundbreaking digital business transformation ideas into innovative Optimization and Data Science solutions. Our services are extended to multiple areas like Supply Chain, logistics, health care, telecom, retail and many more
","
339B & 340B, 13th main, BDA 80 feet Road, Shantiniketan layout
","
StartUp
",Bangalore,614,ORMAE LLP,India,"
Below 50
","
Alumini Contact
","
Analytics,Consulting
",0,"
Below 50
",www.ormae.com,560076
"
Shiv Nadar University (SNU) is a comprehensive, multidisciplinary, research-focused and student-centric University, offering a wide range of academic programs at the undergraduate, postgraduate and doctoral level. With state-of-the-art infrastructure, the University comprises of academic wings, sophisticated labs, international standard sports facilities, amphitheatres, auditorium, conference rooms and smart classrooms. The Universitys goal is to become internationally recognized for the quality of its research and creative endeavors and their applicability to improving quality of life, generating new insights and expanding the boundaries of human knowledge creativity. Committed to excellence in teaching, research and service, the University aims to serve the higher education needs of India and the world beyond.
 
SNU has been selected as one of the 10 private Institutions of Eminence by the Government. In the NIRF (Governments National Institutional Ranking Framework), SNU has been the youngest institution in the 'top 100' Overall list, and our score has been rising steadily. In NIRF-2019, SNU ranked 52 in the 'University' category. We are also among a select group of green-field institutions in the country which were awarded the prestigious Atal Incubation Center grant by the Niti Aayog, Government of India, in the very first round in 2017.
","
NH-91, Tehsil Dadri
","
Private
",Gautam Buddha Nagar,615,Shiv Nadar University,India,,"
Self
","
Teaching / education
",0,,www.snu.edu.in,201314
"
Ubisoft is a leading creator, publisher and distributor of interactive entertainment and services, with a rich portfolio of world-renowned brands. The teams throughout Ubisoft's worldwide network of studios and business offices are committed to delivering original and memorable gaming experiences across all popular platforms.
Ubisoft India, the only gaming company present in India today that actually does game development for PS4, X1, Switch as well as for the mobile platforms. We have a robust team of 200 developers consisting of best talents across design, programming and art; working on cutting edge technologies that are used by our current gen games. And it doesnt end there, as we are always on the lookout to improve the game experience for our gamers and this is also an activity we follow up on via our marketing, data analysts and community managers talent pools within our studio. Ubisoft India has contributed on some of the biggest IPs such as(and not only) Far Cry 5(Gameplay), Steep(Art and tools), Just Dance (Gameplay), Trials Frontier(live operations) etc
We favor diversity, creativity, drive and team spirit. If you have the skills and the desire to succeed, we want you to be a part of this exciting period of growth.
","
Level 5, B-3, Kumar Cerebrum, Kalyaninagar
","
Private
",Pune,616,Ubisoft Entertainment India Ltd Pvt,India,"
Between 500 to 1000
","
Contacted by CDC
","
IT/Software
",0,,https://www.ubisoft.com/en-US/studio/pune.aspx,411006
,"
","
",,617,Deepak sen,,,,"
",0,,,
"
SECON Private Limited, established in 1981 at Bangalore is CMMI Level 3, ISO 9001:2015, and NABL accredited firm having strength of 500 personnel. SECON is a GIS driven multidiscipline design consultancy organisation having core competency in various civil engineering fields including Research and Development (R&D). For details please visit www.secon.in.
","
Plot No 147, 7 B Road, EPIP Area, Whitefield
","
Private
",Bangalore,618,SECON Pvt Ltd,India,"
Between 500 to 1000
","
Contacted by CDC
","
Core Engineering
",0,"
Between 100 to 500
",https://www.secon.in/,560066
,"
110 MG Road, Prakash Presidium Basement 2
","
StartUp
",Chennai,619,DOODLEBLUE,India.,"
Between 50 to 100
","
Self
","
IT/Software
",0,,https://www.doodleblue.com/,600034
"
Ernst & Young is a multinational professional services firm headquartered in London, England, United Kingdom. EY is one of the largest professional services firms in the world. Along with Deloitte, KPMG and PricewaterhouseCoopers, EY is considered one of the Big Four accounting firms.
","
3, Swamy Vivekananda Rd, Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560016
","
MNC
",Bangalore,620,EY GDS,India,"
Between 1000 to 5000
","
Self
","
Professional Services
",1,"
Between 1000 to 5000
",https://www.ey.com/en_gl,560016
"
iMerit annotates and enriches data to help its customers make their algorithms better. Through a combination of services and technology we help power some of the most innovative technologies like autonomous vehicles, medical imagery and natural language recognition. iMerits customers are able to focus on the projects that drive their company forward whether it be machine learning, computer vision, analytics or virtual reality while our team of specialists handle the data work. Our social mission to create inclusive livelihoods results in low attrition and high motivation as over 80% of our employees come from poor family backgrounds and over 50% are women. iMerit has won many technology and innovation awards including Stevies, MIT Impact Innovation and Red Herring Global 100.
","
Plot No. J4, 4th Floor, Vishnu Chambers, GP Block, Sector V
","
Private,MNC
","Bidhan Nagar, Kolkata",621,iMerit Technology Services Pvt. Ltd.,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,"
Between 50 to 100
",www.imerit.net,700091
"
Jumio is the global market leader in digital identity verification using AI and Machine Learning. With offices in California, Vienna, London, Montreal, Singapore and now Bangalore. We are a high-tech, rapid-growth scale-up with over £100m revenues, over 50% market share and over 40% year on year growth. With a CTO and VP Of Engineering from IIT we are keen to hire more top talent for our new engineering campus in Bangalore and potentially for our AI/ML in Vienna.
","
Helios Business Park, Outer Ring Road
","
Private,StartUp
",Bangalore,622,Jumio,India,"
Between 100 to 500
","
Self
","
IT/Software
",0,"
Between 500 to 1000
",www.jumio.com,560103
,"
CRISIL House, Central Avenue,Hiranandani Business Park,Powai, Mumbai- 400 076
","
MNC
",Mumbai,623,CRISIL Limted,India,,"
Self
","
Finance,Analytics,Consulting
",0,,http://https//www.crisil.com/index.jsp,400076
"
The Tata Group is building a digital Consumer platform which aims to leverage strong hooks among existing loyal consumers of the Group as well as attract new consumers.
The Group will drive deep loyalty, engagement and a seamless journey with its consumers through this platform. Deep analytics shall be at the core of the business model and the Group shall build significant capabilities in this area as a differentiator.

Reference Links

https://www.tata.com/newsroom/business/tata-sons-announces-appointment-ceo-tata-digital

https://www.livemint.com/companies/news/tata-sons-launch-new-digital-vertical-names-pratik-pal-as-ceo-1566482311974.html
","
1st Floor, Army and Navy Building , Opposite Jahangir Art Gallery, Kalaghoda, Mumbai
","
StartUp
",Mumbai,624,Tata Digital Limited,India,,"
Self
","
Others
",0,,NA,400001
,"
","
",,625,Hero MotoCorp Ltd.,,,,"
",0,,,
"
Digit is an Insure tech startup in the General Insurance space. At Digit we believe that the way insurance products are viewed, purchased and claimed can be changed. Simply put, digit is here To Make Insurance Simple. With that as the mission, Team Digit is reimagining products, and redesigning processes. We are backed by Fairfax. Digit General Insurance is a subsidiary of the USD 9 Billion Fairfax Financial Holdings with an asset base of approximately USD 45 Billion. Some of the Fairfax investments Include Thomas Cook, Blackberry, Advent Insurance, Alltrust Insurance. Major Investments in India are Bangalore International Airport, India Infoline, Sanmar Group, Sterling Resorts. In a very short span of time, Digit has assumed a prominent position among the private non-life insurers. In our first year of operations, we have booked a premium income of 1200 Crores and already have a network of 29 offices across the length and breadth of the country. We have been ranked as Top 25 Start-up companies in India by LinkedIn. We are the first company in India to be running completely on cloud and have been ranked as the worlds fastest-growing Insurance Company.
","
Atlantis, 95, 4th B Cross Road, Koramangala Industrial Layout, 5th Block, Bengaluru, Karnataka 560095
","
StartUp
",Bengaluru,626,Digit Insurance,India,"
Between 1000 to 5000
","
Self
","
Others
",0,"
Between 1000 to 5000
",https://www.godigit.com/,560095
,"
","
",,627,Meesho,,,,"
",0,,,
"
We are food ingredient manufacturer in Malaysia and we are looking for IT/software developer to join our IT/software developer team to expand our business.
","
No 27 Jalan Korporat 2/KU19, Off Persiaran Hamzah Alang, Kawasan Perindustrian Meru,
","
Private
",Selangor,628,Bon Food Industries Sdn Bhd,Malaysia,"
Between 100 to 500
","
Self
","
Manufacturing
",0,"
Below 50
",www.bonfoodindustries.com,42200
,"
","
",,629,Cyril Amarchand Mangaldas,,,,"
",0,,,
,"
34 building basant lok, vasant vihar new delhi
","
Private
",new delhi,630,Hero MotoCorp,Indai,"
>5000
","
Self
","
Core Engineering
",0,,www.heromotocorp.com,110057
"
Indian Political Action Committee (I-PAC) is the platform of choice for students and young professionals to participate in and make meaningful contribution to political affairs and governance of the country, without necessarily being part of a political party.
Started as Citizens for Accountable Governance (CAG) in 2013, I-PAC has brought some of the best minds from diverse academic and professional backgrounds together and provided them with a unique opportunity to become a part of the election process and influence policy making in India.
I-PAC works with visionary leaders with a proven track record. In the process, the group helps them set a citizen-centric agenda and partners with them to conceptualize & implement the most effective methods of taking it to the public and gathering mass support.
","
11th Floor, Tower - 1, GODREJ WATERSIDE
","
Private
",Kolkata,631,Indian PAC Consulting Pvt Ltd,India,"
Between 1000 to 5000
","
Self
","
Consulting,Management
",1,"
Between 50 to 100
",www.indianpac.com,700091
,"
Adani Corporate House, Shantigram, S G Highway, Ahmedabad
","
Private
",Ahmedabad,632,Adani Ports and Special Economic Zone Ltd.,India,"
>5000
","
Self
","
Core Engineering,IT/Software,Finance,Analytics,Construction,Management
",0,"
>5000
",https://www.adaniports.com/,382421
,"
","
",,633,Student,,,,"
",0,,,
"
Groww is a Fin-Tech Company.Groww is fastest growing investment platform.Groww dreams to change the way India invests.
","
Proms Complex, 7th C Main Road
","
StartUp
",Bengaluru,634,Groww,India,"
Between 100 to 500
","
Self
","
Core Engineering,IT/Software,Finance
",0,,www.groww.in,560034
,"
VVF [India] Limited |109, Sion East, Mumbai 400 022, Maharashtra, India | T: +91 22 4028 2000
","
Private,MNC
",Mumbai,635,VVF India Ltd,Maharashtra,,"
Self
","
Core Engineering,Manufacturing
",0,,www.vvfltd.com,400022
"
WNS Global is a global business process management company headquartered in Mumbai, India. It has more than 41,000 professionals working in 60 ""delivery centers"" across the world, including China, Costa Rica, India, the Philippines, Poland, Romania, South Africa, Spain, Sri Lanka, Turkey, the United Kingdom, and the United States. Adrian T. Dillon is the Chairman of the Board and Keshav R Murugesh is the group CEO and chairman of Nasscom.

WNS is listed on the New York Stock Exchange under the symbol WNS.The company operates in two segments: WNS Global services BPM and WNS Auto Claims BPM. Its clients are primarily in the travel, banking, financial services, insurance, healthcare and utilities, retail and consumer product industries
","
8A RMZ centennial,Graphite India Road, Kundanahalli,Bangalore
","
MNC
",Bangalore,636,WNS Global Services,India,"
>5000
","
Contacted by CDC
","
Analytics
",0,"
>5000
",www.wns.com,560066
,"
","
",,637,Jaro Group,,,,"
",0,,,
,"
9th floor, 2B Maximus building, Raheja Mindspace, Hitech City, Hyderabad
","
Private
",Hyderabad,638,Redpine Signals India Private Limited,India,"
Between 100 to 500
","
Self
","
Core Engineering
",0,,www.redpinesignals.com,500081
,"
Pritech Park,6th Floor (Wing A), Building No. 5, Outer Ring Road, Bellandur, Bangalore, Karnataka  560103
","
Private
",Bangalore,639,APMSE Software Services Pvt. Ltd. (EagleView),India,"
Between 100 to 500
","
Self
","
IT/Software
",1,,www.eagleview.com,560103
,"
","
",,640,"UIET, Panjab University",,,,"
",0,,,
,"
","
",,641,"Not working, student",,,,"
",0,,,
,"
","
",,642,Talent Unlimited Online Services Private Limited,,,,"
",0,,,
"
CEVA Logistics is a global logistics and supply chain company in both freight management and contract logistics with US$7 billion in revenues.Its head office is in Baar, Switzerland and it was founded in 2007, as a merger of TNT Logistics and EGL Eagle Global Logistics.
","
A-902/903 , THE QUBE, 9TH FLOOR, A WING, M.V.ROAD, MAROL
","
MNC
",MUMBAI,643,CEVA LOGISTICS INDIA PVT LTD,INDIA,"
Between 1000 to 5000
","
Alumini Contact
","
Others
",0,"
>5000
",www.cevalogistics.com,400059
,"
Sector 54, Gurgaon
","
MNC
",Gurgaon,644,dunnhumby India Pvt. Ltd.,India,"
Between 500 to 1000
","
Self
","
Analytics
",1,,www.dunnhumby.com,122003
,"
","
",,645,Cygni Energy Private Limited,,,,"
",0,,,
"
Rambus is a premier silicon IP and chip provider that makes data faster and safer.

We are dedicated to delivering first-to-market, high-quality memory, SerDes, and embedded security solutions for our customers.

Throughout our 30-year history, Rambus has led the industry with innovations and IP solutions that solve the fundamental challenges faced by leading-edge computing systems. We have done so by predicting and addressing the major disruptions in technology development, building a portfolio of foundational IP and offering solutions that enhance the performance and security of the most demanding applications.

Leveraging our semiconductor expertise, Rambus solutions speed performance, expand capacity and improve security. From data center and edge to artificial intelligence and automotive, our interface and security IP, and memory interface chips enable SoC and system designers to deliver their vision of the future.
","
4/1, 12th Floor, Tower C&D, IBC Knowledge Park
","
MNC
","Bangalore,",646,Rambus Chip Technologies India Pvt Ltd,India,"
Between 500 to 1000
","
Self
","
Core Engineering
",0,,www.rambus.com,560 029
"
Chalo is a mobility start-up that aims to make travel better for everyone. With operations in 25+ cities and 250 million rides delivered each year, Chalo is solving a real-world problem that affects crores of Indians every day and creating Indias largest mobility company along the way.

How Large Is The Problem? 
Transport is the largest spend category for an average Indian household after food expenses, accounting for 20% of all expenses. Bus tickets account $60 billion annually, and are estimated to be 10x of taxis. However, each bus commuter spends the equivalent of 8 days a year waiting for a bus; and bus operators have losses running into hundreds of millions of dollars annually.

What does Chalo Solve?
Chalo is improving the city bus experience. With live bus tracking on the Chalo app, commuters have reduced their 30 minutes wait to just 2-3 minutes.Plus, with the Chalo Card and mobile tickets, they never have to worry about carrying change anymore, and can save money with each trip. This kick starts a virtuous circle, where happier commuters means more rides which in turn means more revenue for our bus operator partners, which leads to more investments in buses, and thus even better services for commuters.

How does Chalo Do It?
Chalo works in partnership with bus operators to deploy their proprietary technology stack and operations. By deploying an end-to-end solution from the hardware on the bus, to the software on the cloud, and mobile apps and cards for the commuter, Chalo is able to power a unique experience. 

Whats In Store for 2020? 
Chalo believes that buses run better on technology than on fuel. Chalo is all set to launch their service in some of Indias largest cities, and is working closely with city governments and bus operators to add more buses, especially electric buses. 

A Note from Chalo:
The benefits of providing a great mobility solution go beyond time and money. A bus can take 30 cars off the road, reduce millions of tonnes of emissions, improve safety, increase household savings and lead to a significant improvement in the quality of everyday life. The opportunity to build a company comes along rarely; the opportunity to build a company that can so dramatically impact the lives of millions, comes once in several lifetimes. If that opportunity does come knocking, you better be prepared to grab it with both hands and then give all of yourself to it. We will be frank, lots of things are work-in-progress at Chalo, but thats exactly why we are looking for individuals to take up challenging roles across the company to not just run, but solve, build and grow Chalo.

P.S. Were a super fun team to work with. We work hard and play harder!
","
F-611 Tower 2, Seawoods Grand Central, Navi Mumbai 400706 INDIA
","
StartUp
",Navi Mumbai,647,Chalo.com,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,,https://www.chalo.com/,400706
,"
2 Floor, Umiya Business Bay, Tower 1, Cessna Business Park
","
Private
",BANGALORE,648,BRIDGEi2i Analytics Solutions,India,"
Between 500 to 1000
","
Alumini Contact
","
Consulting
",1,,www.bridgei2i.com,560103
,"
","
",,649,Terex India Pvt Limited,,,,"
",0,,,
,"
E-18, Phase 2, Sipcot 2, Near Nerolac Paints, Hosur
","
MNC
",Hosur,650,Terex India Pvt Ltd,India,"
Between 100 to 500
","
Self
","
Manufacturing
",0,"
Between 500 to 1000
",www.terex.com,635109
"
Founded by Stephen Wolfram in 1987, Wolfram is one of the world's most respected computer, web, and cloud software companiesas well as a powerhouse of scientific and technical innovation. As a pioneer in computation and computational knowledge, the company has pursued a long-term vision to develop the science, technology, and tools to make computation an ever-more-potent force in today's and tomorrow's world. Do you want to be part of what's next? At Wolfram we've been changing the world with our ideas and products for nearly three decades. We're looking for exceptional individuals who are clear-thinking, pragmatic and energetic about getting things done welland we're less interested in what you've already done than in what you will do with Wolfram. Join us in our long-term vision to develop the science, technology and tools of the future. Visit careers.wolfram.com to learn more!
","
808, DLF Cybercity, Technology Corridor, Patia.
","
Private
",Bhubaneswar,651,Wolfram Research LLC,India,,"
Contacted by CDC
","
IT/Software
",0,,https://www.wolfram.com/,751024
"
Couture AI Platform provides Pluggable Building Blocks to the entire AI stack, which is used to build and deploy enterprise ML and deep learning use-cases. It has enabled some of the largest global organizations to implement specific vertical targeted products build on top of its proprietary AI platform.
","
Couture AI Bay, 1st floor, Avana Building, 39/14, Sarjapur Main Rd,
","
StartUp
",BENGALURU,652,Couture AI,India,"
Below 50
","
Contacted by CDC
","
IT/Software
",0,"
Below 50
",www.couture.ai,560103
"
About Avanti Learning Centres (Avanti)
Avanti is an award-winning education company established by IIT alumni in 2013 to provide an affordable, high-quality math and science education to high-school students. At present, we have 450 full-time employees and support over 10,000 students in 11 states across India
(www.avanti.in).
Our founders are recipients of the prestigious Echoing Green, Ashoka and Draper Richards Kaplan Fellowships, and the Forbes 30 under 30 Global Award. Our investors include the Pearson Affordable Learning Fund and The Michael and Susan Dell Foundation. Our academic board is chaired by Prof. Eric Mazur, the Dean of Applied Physics at Harvard University.
","
501, 5TH FLOOR, RAJGHORE EMPIRE, J.V.KHOT LANE, GHATKOPAR (WEST)
","
Private
",GHATKOPAR,653,AVANTI LEARNING CENTERS PVT LTD,INDIA,"
Between 100 to 500
","
Contacted by CDC
","
Teaching / education
",0,"
Below 50
",www.avanti.in,400086
"
Founded by Architect Varun Devra and Er. Pooja Devra in July 2013, Devra architects has since then grown to establish four offices operational in Delhil, Chandigarh, Pune and Rohtak. With a team of over 20 architects and designers we are working in diverse field of Architecture, Interiors, Construction and Turnkey Projects ranging from plotted residential buildings to large housing complexes, commercial buildings, school buildings and resorts.
","
Sco -79, Omaxe city phase -1 , New Chandigarh
","
Private
",Chandigarh,654,Devra Architects,india,,"
Contacted by CDC
","
Construction,Professional Services,Others
",0,"
Below 50
",www.Devra.in,140901
"
Mega is one of the first real money skill-based gaming platform for the smartphone generation of the world. We are building the largest game-based skilling platform in the areas of; Attention-Sustained, Attention-Selective, Attention/Divided, Memory/Long-Term, Memory/Working, Logic & Reasoning, Auditory Processing, to name just a few skills. Mega is founded by two Computer Sciences Undergraduates from IIT Kanpur who have previously run and sold VC funded startup in the logistics domain. We are based out of Bengaluru, India and have raised multi-million dollar funding from Top-Tier Institutional Venture Capitalists to disrupt the multi-billion dollar skill-based gaming market around the world.
","
Indiqube Orion, 24th Main Rd,
","
StartUp
","Bengaluru,",655,Megashots Internet Pvt Ltd.,India,"
Between 50 to 100
","
Self
","
Others
",0,,www.getmega.com,560102
"
Katerra is a technology company, focusing on Construction, productizing buildings, enabling faster and cheaper construction using technology. Our mission is to transform construction using technology, in every process and every product.
","
Wework Pavilion, 63-63, Church Street,
","
MNC
",BAngalore,656,Katerra Technologies,India,"
Between 1000 to 5000
","
Contacted by CDC
","
IT/Software,Construction
",0,"
>5000
",www.katerra.com,560001
"
VComply is a leading Governance, Risk and Compliance Management platform that simplifies, streamlines & synchronises workflows and collaborations.
Known for its global presence, VComply was recently funded by Accel and is also the only Indian company to get selected in Top 50 companies to be inducted in Startup Grinds 2017 Class of Startup Exhibitioners. VComply is headquartered in Palo Alto, California and has an office in Kolkata, India.
","
808 Northampton Drive
","
StartUp
",Palo Alto,657,"VComply Technologies, Inc",US,"
Below 50
","
Self
","
IT/Software
",0,"
Below 50
",https://www.v-comply.com,94303
"
Marico Limited . (BSE: 531642, NSE: MARICO) is is one of India's leading consumer products companies operating in the beauty and wellness space. Empowered with freedom and opportunity, we work to make a difference to the lives of all our stakeholders - members, associates, consumers, investors and the society at large. Currently present in 25 countries across emerging markets of Asia and Africa, Marico has nurtured multiple brands in the categories of hair care, skin care, edible oils, health foods, male grooming, and fabric care. Marico's India business, accounting for 78% of the consolidated revenues, markets household brands such as Parachute, Parachute Advansed, Saffola, Hair & Care, Nihar, Nihar Naturals, Livon, Set Wet, Mediker and Revive among others that add value to the life of 1 in every 3 Indians. Every month, over 155 million consumer packs reach consumers through a widespread distribution network of around 4.9 million outlets. The International business offers unique brands such as Parachute, HairCode, Fiancée, Caivil, Hercules, Black Chic, Isoplus, Code 10, Ingwe, X-Men and Thuan Phat that are localized to fulfil the lifestyle needs of our international consumers.The Company also exports its products to markets in the Indian-sub continent such as Nepal, Bhutan & Sri Lanka as well as Indian diaspora markets across the globe.

Maricos focus on delivering sustainable business and earnings growth has so far resulted in a healthy shareholder return of 26% CAGR since listing in 1996. This rests on an empowering work culture fostered by early responsibility and independent decision making that encourages its members to take complete ownership and make a difference to its entire business ecosystem. As a result, Maricos brands are not just bought by consumers; they add value to their lives by transforming the way they look and feel. The relationships formed with associates go beyond supply, distribution and retailing; they are win-win partnerships that maximise their potential and the Companys bottom-line. The Marico Innovation Foundation doesnt simply fund social enterprises; it enables them with innovative thinking and scaling of operations to widen their social impact.
Market Capitalization- 44,567 Crs
Turnover - FY 18-7,334 Crs 
Profit FY19- 930 Crs (As of 31st March 2019)
","
7th Floor, Marico Limited, Grande Palladium, 175, CST Road, Kalina, Santa Cruz East
","
Private
",Mumbai,658,Marico Limited,India,"
Between 1000 to 5000
","
Self
","
Manufacturing
",0,"
>5000
",www.marico.com,400098
,"
Baner Road, Pune
","
MNC
",Pune,659,Veritas Technologies LLC,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,,www.veritas.com,411045
"
VMock India Private Ltd. is a Gurgaon based SMART Career Analytics company working with global educational institutions. More than 100 higher education institutions are using the VMock Platform including 17 of the top 20 business schools on the FT MBA ranking list. Founded in 2009, the company has built a strong team and a cool office culture to allow maximum creativity and team spirit. The company closed its Series A funding and boasts of investors who have been Directors at McKinsey SF office, EVP Bain Capital, White House Champions of Change Award recipient as great entrepreneurs, and several others. Our mission is to ensure that each professional has the best possible career journey. We enable this through a smart career development platform that leverages a sophisticated analytics engine. Our aim is to enable our users to own their careers and chart a path that helps them get to their goals.
","
3rd Floor Plot NO 111 SEC-44
","
StartUp
",gurgaon,660,VMock,India,"
Between 50 to 100
","
Self
","
IT/Software
",0,,https://www.vmock.com/,122001
,"
","
",,661,JDA Software Pvt Ltd,,,,"
",0,,,
,"
","
",,662,Nalco,,,,"
",0,,,
,"
Mantri Commercio, Belandur
","
Private
",Bangalore,663,JDA Software,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",1,"
Between 1000 to 5000
",www.jda.com,560102
